,0,song_title,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
67,,Fallen Leaves,Billy Talent,0.00105,https://api.spotify.com/v1/audio-analysis/6cpxc3s0IoDuhU3Z0Le1xg,0.71,199200.0,0.811,6cpxc3s0IoDuhU3Z0Le1xg,2.08e-06,3.0,0.0677,-4.079,1.0,0.0431,123.048,4.0,https://api.spotify.com/v1/tracks/6cpxc3s0IoDuhU3Z0Le1xg,audio_features,spotify:track:6cpxc3s0IoDuhU3Z0Le1xg,0.914
68,,I Won't Be Home For Christmas,blink-182,0.00284,https://api.spotify.com/v1/audio-analysis/4biAdEhtvPPBYa4ryLFR5t,0.313,197133.0,0.943,4biAdEhtvPPBYa4ryLFR5t,0.0,7.0,0.401,-2.901,1.0,0.0746,199.955,4.0,https://api.spotify.com/v1/tracks/4biAdEhtvPPBYa4ryLFR5t,audio_features,spotify:track:4biAdEhtvPPBYa4ryLFR5t,0.758
69,,Stand By Me,Pennywise,0.00158,https://api.spotify.com/v1/audio-analysis/4jpYBxEFpa1Rdw1yAXVSAZ,0.478,187827.0,0.892,4jpYBxEFpa1Rdw1yAXVSAZ,0.0,3.0,0.369,-6.976,0.0,0.265,125.566,4.0,https://api.spotify.com/v1/tracks/4jpYBxEFpa1Rdw1yAXVSAZ,audio_features,spotify:track:4jpYBxEFpa1Rdw1yAXVSAZ,0.357
70,,Bro Hymn,Pennywise,0.00107,https://api.spotify.com/v1/audio-analysis/5nneDZsm3hDciRIrh5VcHw,0.383,491347.0,0.00192,5nneDZsm3hDciRIrh5VcHw,0.0342,7.0,0.364,-5.504,1.0,0.0422,94.452,4.0,https://api.spotify.com/v1/tracks/5nneDZsm3hDciRIrh5VcHw,audio_features,spotify:track:5nneDZsm3hDciRIrh5VcHw,0.967
71,,Black Hole Sun,Soundgarden,0.000185,https://api.spotify.com/v1/audio-analysis/3ztCt91U2wGkDZuzbCwH6H,0.351,318587.0,0.822,3ztCt91U2wGkDZuzbCwH6H,0.000117,6.0,0.0766,-5.337,1.0,0.0408,105.503,4.0,https://api.spotify.com/v1/tracks/3ztCt91U2wGkDZuzbCwH6H,audio_features,spotify:track:3ztCt91U2wGkDZuzbCwH6H,0.158
72,,Smells Like Teen Spirit,Nirvana,3.21e-05,https://api.spotify.com/v1/audio-analysis/1f3yAtsJtY87CTmM8RLnxf,0.512,301920.0,0.905,1f3yAtsJtY87CTmM8RLnxf,0.00011,1.0,0.102,-4.509,1.0,0.0573,116.746,4.0,https://api.spotify.com/v1/tracks/1f3yAtsJtY87CTmM8RLnxf,audio_features,spotify:track:1f3yAtsJtY87CTmM8RLnxf,0.692
73,,Come As You Are,Nirvana,0.532,https://api.spotify.com/v1/audio-analysis/4yzgjSHWy5E8fKflgwaKQh,0.684,253893.0,0.79,4yzgjSHWy5E8fKflgwaKQh,0.00183,5.0,0.0846,-8.714,0.0,0.0416,119.196,4.0,https://api.spotify.com/v1/tracks/4yzgjSHWy5E8fKflgwaKQh,audio_features,spotify:track:4yzgjSHWy5E8fKflgwaKQh,0.581
74,,Polly,Nirvana,0.653,https://api.spotify.com/v1/audio-analysis/7AUwhTIuxBn7Os76FPoIz7,0.615,196394.0,0.388,7AUwhTIuxBn7Os76FPoIz7,0.000119,11.0,0.908,-11.997,1.0,0.0365,115.048,4.0,https://api.spotify.com/v1/tracks/7AUwhTIuxBn7Os76FPoIz7,audio_features,spotify:track:7AUwhTIuxBn7Os76FPoIz7,0.429
75,,Smooth Criminal,Alien Ant Farm,0.00287,https://api.spotify.com/v1/audio-analysis/2T3blUc9Jnui2a0ZhuNOag,0.653,209267.0,0.966,2T3blUc9Jnui2a0ZhuNOag,0.0026,9.0,0.143,-4.236,0.0,0.0598,126.921,4.0,https://api.spotify.com/v1/tracks/2T3blUc9Jnui2a0ZhuNOag,audio_features,spotify:track:2T3blUc9Jnui2a0ZhuNOag,0.874
76,,Miss Murder,AFI,0.00022,https://api.spotify.com/v1/audio-analysis/6A5M31nKvt6GYaGL7XpX2w,0.308,206587.0,0.873,6A5M31nKvt6GYaGL7XpX2w,0.000729,8.0,0.0974,-4.542,1.0,0.0533,143.519,4.0,https://api.spotify.com/v1/tracks/6A5M31nKvt6GYaGL7XpX2w,audio_features,spotify:track:6A5M31nKvt6GYaGL7XpX2w,0.686
77,,Knights Of Cydonia,Muse,0.000273,https://api.spotify.com/v1/audio-analysis/7ouMYWpwJ422jRcDASZB7P,0.366,366213.0,0.963,7ouMYWpwJ422jRcDASZB7P,0.0122,11.0,0.115,-5.301,0.0,0.142,137.114,4.0,https://api.spotify.com/v1/tracks/7ouMYWpwJ422jRcDASZB7P,audio_features,spotify:track:7ouMYWpwJ422jRcDASZB7P,0.211
78,,Time Is Running Out,Muse,0.00242,https://api.spotify.com/v1/audio-analysis/2takcwOaAZWiXQijPHIx7B,0.585,237040.0,0.842,2takcwOaAZWiXQijPHIx7B,0.00686,9.0,0.0866,-5.883,0.0,0.0556,118.211,4.0,https://api.spotify.com/v1/tracks/2takcwOaAZWiXQijPHIx7B,audio_features,spotify:track:2takcwOaAZWiXQijPHIx7B,0.428
79,,Bliss,Muse,0.000258,https://api.spotify.com/v1/audio-analysis/0j3obufLXq5toSs592dX9U,0.447,251147.0,0.8,0j3obufLXq5toSs592dX9U,0.00206,0.0,0.113,-9.482,0.0,0.047,127.956,4.0,https://api.spotify.com/v1/tracks/0j3obufLXq5toSs592dX9U,audio_features,spotify:track:0j3obufLXq5toSs592dX9U,0.251
80,,Reptilia,The Strokes,0.000597,https://api.spotify.com/v1/audio-analysis/2hmibAtdObO8F4tnhLENuQ,0.488,219827.0,0.65,2hmibAtdObO8F4tnhLENuQ,0.714,9.0,0.101,-5.11,1.0,0.0336,158.011,4.0,https://api.spotify.com/v1/tracks/2hmibAtdObO8F4tnhLENuQ,audio_features,spotify:track:2hmibAtdObO8F4tnhLENuQ,0.77
81,,Damclub Hooligan,Heideroosjes,0.000208,https://api.spotify.com/v1/audio-analysis/6qT9BlCxkW62aJtJwLJDvc,0.306,200467.0,0.926,6qT9BlCxkW62aJtJwLJDvc,0.0,9.0,0.142,-5.54,1.0,0.1,197.972,4.0,https://api.spotify.com/v1/tracks/6qT9BlCxkW62aJtJwLJDvc,audio_features,spotify:track:6qT9BlCxkW62aJtJwLJDvc,0.378
0,,All Day and All of the Night,The Kinks,0.247,https://api.spotify.com/v1/audio-analysis/3okPiJwW5nCLpug12sCL4p,0.563,142227.0,0.915,3okPiJwW5nCLpug12sCL4p,8.46e-05,7.0,0.0613,-5.062,1.0,0.08,136.345,4.0,https://api.spotify.com/v1/tracks/3okPiJwW5nCLpug12sCL4p,audio_features,spotify:track:3okPiJwW5nCLpug12sCL4p,0.71
1,,Looking At You,MC5,0.226,https://api.spotify.com/v1/audio-analysis/50w6PJJmcNzmqlQwts40x1,0.451,181307.0,0.802,50w6PJJmcNzmqlQwts40x1,1.85e-06,2.0,0.374,-5.568,1.0,0.048,92.216,4.0,https://api.spotify.com/v1/tracks/50w6PJJmcNzmqlQwts40x1,audio_features,spotify:track:50w6PJJmcNzmqlQwts40x1,0.89
2,,Out of Our Tree,The Wailers,0.366,https://api.spotify.com/v1/audio-analysis/6oU7sWzgcAXQuSHj0mZHKV,0.562,213333.0,0.789,6oU7sWzgcAXQuSHj0mZHKV,0.882,8.0,0.229,-11.809,0.0,0.0363,144.412,4.0,https://api.spotify.com/v1/tracks/6oU7sWzgcAXQuSHj0mZHKV,audio_features,spotify:track:6oU7sWzgcAXQuSHj0mZHKV,0.512
3,,Psycho,The Sonics,0.671,https://api.spotify.com/v1/audio-analysis/77DvhwGhnmfrXWwiJzeIMC,0.567,140867.0,0.643,77DvhwGhnmfrXWwiJzeIMC,0.0,0.0,0.588,-11.354,1.0,0.0367,140.543,4.0,https://api.spotify.com/v1/tracks/77DvhwGhnmfrXWwiJzeIMC,audio_features,spotify:track:77DvhwGhnmfrXWwiJzeIMC,0.717
4,,99th Floor,The Moving Sidewalks,0.048,https://api.spotify.com/v1/audio-analysis/0BlgrTepmp7SvbMBSmYy6X,0.457,135627.0,0.909,0BlgrTepmp7SvbMBSmYy6X,4e-06,7.0,0.0487,-2.438,1.0,0.0423,146.7,4.0,https://api.spotify.com/v1/tracks/0BlgrTepmp7SvbMBSmYy6X,audio_features,spotify:track:0BlgrTepmp7SvbMBSmYy6X,0.849
5,,"You, I",The Rugbys,0.455,https://api.spotify.com/v1/audio-analysis/0ykxLvBK8dKITVgz8jlST6,0.535,176853.0,0.586,0ykxLvBK8dKITVgz8jlST6,0.000577,7.0,0.157,-11.214,1.0,0.0891,161.786,4.0,https://api.spotify.com/v1/tracks/0ykxLvBK8dKITVgz8jlST6,audio_features,spotify:track:0ykxLvBK8dKITVgz8jlST6,0.804
6,,Children Of The Sun,The Misunderstood,0.00154,https://api.spotify.com/v1/audio-analysis/5k219dajlxoykILBXTelGD,0.293,173147.0,0.818,5k219dajlxoykILBXTelGD,0.0166,6.0,0.289,-6.895,0.0,0.075,139.035,4.0,https://api.spotify.com/v1/tracks/5k219dajlxoykILBXTelGD,audio_features,spotify:track:5k219dajlxoykILBXTelGD,0.318
7,,Should I Stay or Should I Go - Remastered,The Clash,0.0838,https://api.spotify.com/v1/audio-analysis/3v8PlUFGQQDBIk1J86waCo,0.742,188240.0,0.844,3v8PlUFGQQDBIk1J86waCo,0.0,2.0,0.418,-6.441,1.0,0.111,113.371,4.0,https://api.spotify.com/v1/tracks/3v8PlUFGQQDBIk1J86waCo,audio_features,spotify:track:3v8PlUFGQQDBIk1J86waCo,0.85
8,,Human Fly,The Cramps,0.0389,https://api.spotify.com/v1/audio-analysis/0ElRzK07sc9eszyk1ea9Ab,0.531,136427.0,0.849,0ElRzK07sc9eszyk1ea9Ab,0.00763,9.0,0.186,-10.754,1.0,0.111,119.516,4.0,https://api.spotify.com/v1/tracks/0ElRzK07sc9eszyk1ea9Ab,audio_features,spotify:track:0ElRzK07sc9eszyk1ea9Ab,0.305
9,,Try Me On For Size,The Electric Prunes,0.663,https://api.spotify.com/v1/audio-analysis/5qD3pTJqLmu2jH7gbXYQIO,0.591,141224.0,0.771,5qD3pTJqLmu2jH7gbXYQIO,0.00161,7.0,0.351,-10.622,1.0,0.0334,135.307,4.0,https://api.spotify.com/v1/tracks/5qD3pTJqLmu2jH7gbXYQIO,audio_features,spotify:track:5qD3pTJqLmu2jH7gbXYQIO,0.853
10,,She Lied,Rockin' Ramrods,0.00613,https://api.spotify.com/v1/audio-analysis/1FIMA2TNS2poopXXrpL5hh,0.212,127414.0,0.765,1FIMA2TNS2poopXXrpL5hh,0.108,11.0,0.0719,-9.329,1.0,0.0551,153.716,4.0,https://api.spotify.com/v1/tracks/1FIMA2TNS2poopXXrpL5hh,audio_features,spotify:track:1FIMA2TNS2poopXXrpL5hh,0.707
11,,Master Race Rock,The Dictators,0.196,https://api.spotify.com/v1/audio-analysis/3vFk6NHuQUphZWGT898pEO,0.299,251040.0,0.944,3vFk6NHuQUphZWGT898pEO,0.41,0.0,0.544,-4.976,1.0,0.128,79.245,4.0,https://api.spotify.com/v1/tracks/3vFk6NHuQUphZWGT898pEO,audio_features,spotify:track:3vFk6NHuQUphZWGT898pEO,0.256
12,,Holiday In Cambodia,Dead Kennedys,0.00344,https://api.spotify.com/v1/audio-analysis/0uzyN8QWbPGpOQLAXh27El,0.133,224867.0,0.927,0uzyN8QWbPGpOQLAXh27El,0.00044,7.0,0.0915,-5.371,1.0,0.0741,197.708,4.0,https://api.spotify.com/v1/tracks/0uzyN8QWbPGpOQLAXh27El,audio_features,spotify:track:0uzyN8QWbPGpOQLAXh27El,0.5
13,,Why,Dirty Wurds,0.0138,https://api.spotify.com/v1/audio-analysis/300zlZ31yfEPmo4AW1IARf,0.331,141947.0,0.823,300zlZ31yfEPmo4AW1IARf,0.0828,9.0,0.0839,-7.428,1.0,0.0411,128.561,4.0,https://api.spotify.com/v1/tracks/300zlZ31yfEPmo4AW1IARf,audio_features,spotify:track:300zlZ31yfEPmo4AW1IARf,0.839
14,,White Light/White Heat,The Velvet Underground,0.644,https://api.spotify.com/v1/audio-analysis/3EN2eZgSBLW2f5YRLryKyK,0.521,165720.0,0.646,3EN2eZgSBLW2f5YRLryKyK,0.465,8.0,0.517,-10.974,1.0,0.0439,127.793,4.0,https://api.spotify.com/v1/tracks/3EN2eZgSBLW2f5YRLryKyK,audio_features,spotify:track:3EN2eZgSBLW2f5YRLryKyK,0.625
15,,Evil Hoodoo,The Seeds,0.0389,https://api.spotify.com/v1/audio-analysis/4flhEzNprMkUR0NxsKdOgw,0.231,319971.0,0.909,4flhEzNprMkUR0NxsKdOgw,0.000291,4.0,0.0575,-13.122,0.0,0.0761,154.103,4.0,https://api.spotify.com/v1/tracks/4flhEzNprMkUR0NxsKdOgw,audio_features,spotify:track:4flhEzNprMkUR0NxsKdOgw,0.457
16,,Trash,New York Dolls,0.00114,https://api.spotify.com/v1/audio-analysis/2iZHbEXfRYmvZ3op4WgkTW,0.478,188307.0,0.698,2iZHbEXfRYmvZ3op4WgkTW,0.0,7.0,0.191,-9.255,1.0,0.0321,112.989,4.0,https://api.spotify.com/v1/tracks/2iZHbEXfRYmvZ3op4WgkTW,audio_features,spotify:track:2iZHbEXfRYmvZ3op4WgkTW,0.85
17,,Hidden Charms,Link Wray,0.695,https://api.spotify.com/v1/audio-analysis/6JWHh27jYOnwFXMe8LpQlF,0.436,161253.0,0.949,6JWHh27jYOnwFXMe8LpQlF,0.122,7.0,0.572,-6.206,1.0,0.0421,168.006,4.0,https://api.spotify.com/v1/tracks/6JWHh27jYOnwFXMe8LpQlF,audio_features,spotify:track:6JWHh27jYOnwFXMe8LpQlF,0.734
18,,I'm Eighteen - Remastered Version,Alice Cooper,0.267,https://api.spotify.com/v1/audio-analysis/1iNzWnJ8wbRxaCJoQz7E2r,0.63,178267.0,0.613,1iNzWnJ8wbRxaCJoQz7E2r,0.00298,0.0,0.143,-7.15,1.0,0.0288,97.95,4.0,https://api.spotify.com/v1/tracks/1iNzWnJ8wbRxaCJoQz7E2r,audio_features,spotify:track:1iNzWnJ8wbRxaCJoQz7E2r,0.533
19,,I'm a Bug,Urinals,0.439,https://api.spotify.com/v1/audio-analysis/5g9utKqn0nJQr1MVvGbVCy,0.441,72733.0,0.928,5g9utKqn0nJQr1MVvGbVCy,0.646,2.0,0.46,-8.575,1.0,0.0404,169.837,4.0,https://api.spotify.com/v1/tracks/5g9utKqn0nJQr1MVvGbVCy,audio_features,spotify:track:5g9utKqn0nJQr1MVvGbVCy,0.963
20,,Search And Destroy,Iggy Pop,0.00731,https://api.spotify.com/v1/audio-analysis/14JJisJPl27K4OE2zeRqgX,0.239,207307.0,0.953,14JJisJPl27K4OE2zeRqgX,0.00307,6.0,0.117,-3.015,1.0,0.102,152.916,4.0,https://api.spotify.com/v1/tracks/14JJisJPl27K4OE2zeRqgX,audio_features,spotify:track:14JJisJPl27K4OE2zeRqgX,0.195
21,,Dirty Water,The Standells,0.0284,https://api.spotify.com/v1/audio-analysis/4z17FY23Bi8bt3n0TXA6SS,0.651,169160.0,0.819,4z17FY23Bi8bt3n0TXA6SS,0.0,4.0,0.0654,-4.889,1.0,0.0403,143.382,4.0,https://api.spotify.com/v1/tracks/4z17FY23Bi8bt3n0TXA6SS,audio_features,spotify:track:4z17FY23Bi8bt3n0TXA6SS,0.781
22,,Needles In The Camel's Eye - 2004 Digital Remaster,Brian Eno,0.00109,https://api.spotify.com/v1/audio-analysis/79oH2M0vWq9bRYpNTCrlHu,0.296,191053.0,0.641,79oH2M0vWq9bRYpNTCrlHu,0.0385,1.0,0.757,-9.009,0.0,0.0545,132.089,4.0,https://api.spotify.com/v1/tracks/79oH2M0vWq9bRYpNTCrlHu,audio_features,spotify:track:79oH2M0vWq9bRYpNTCrlHu,0.202
23,,We're Pretty Quick,The Chob,0.00547,https://api.spotify.com/v1/audio-analysis/0hoVOqZJefCa82xfC91Kr7,0.277,144440.0,0.792,0hoVOqZJefCa82xfC91Kr7,0.00252,2.0,0.0327,-7.405,0.0,0.0639,162.571,4.0,https://api.spotify.com/v1/tracks/0hoVOqZJefCa82xfC91Kr7,audio_features,spotify:track:0hoVOqZJefCa82xfC91Kr7,0.458
24,,Sorry,The Easybeats,0.0797,https://api.spotify.com/v1/audio-analysis/31imY3UpHna3fB9fQ2PAgp,0.586,156160.0,0.718,31imY3UpHna3fB9fQ2PAgp,4.19e-05,11.0,0.0637,-8.582,1.0,0.0484,90.018,4.0,https://api.spotify.com/v1/tracks/31imY3UpHna3fB9fQ2PAgp,audio_features,spotify:track:31imY3UpHna3fB9fQ2PAgp,0.933
25,,Do It - Single Edit,The Pink Fairies,0.000194,https://api.spotify.com/v1/audio-analysis/3iqThNHO7K5LzFhuxi9N7p,0.163,182387.0,0.841,3iqThNHO7K5LzFhuxi9N7p,0.887,1.0,0.366,-8.996,1.0,0.11,157.318,4.0,https://api.spotify.com/v1/tracks/3iqThNHO7K5LzFhuxi9N7p,audio_features,spotify:track:3iqThNHO7K5LzFhuxi9N7p,0.294
26,,Silver Machine,Hawkwind,0.00196,https://api.spotify.com/v1/audio-analysis/2xTF1DGbD8uQzsjaTZgcRq,0.334,276627.0,0.962,2xTF1DGbD8uQzsjaTZgcRq,0.208,1.0,0.055,-5.862,1.0,0.257,131.615,4.0,https://api.spotify.com/v1/tracks/2xTF1DGbD8uQzsjaTZgcRq,audio_features,spotify:track:2xTF1DGbD8uQzsjaTZgcRq,0.0792
27,,The Girl Can't Dance,Bunker Hill,0.882,https://api.spotify.com/v1/audio-analysis/3upmYFn6LkTOrXc9w44V98,0.493,115560.0,0.983,3upmYFn6LkTOrXc9w44V98,0.114,1.0,0.873,-9.587,1.0,0.0946,95.167,4.0,https://api.spotify.com/v1/tracks/3upmYFn6LkTOrXc9w44V98,audio_features,spotify:track:3upmYFn6LkTOrXc9w44V98,0.175
28,,When the Night Falls,The Eyes,0.000902,https://api.spotify.com/v1/audio-analysis/2sezHFJfyN51QjcG7gRecN,0.319,156552.0,0.822,2sezHFJfyN51QjcG7gRecN,0.000768,2.0,0.0787,-4.684,1.0,0.0567,65.774,4.0,https://api.spotify.com/v1/tracks/2sezHFJfyN51QjcG7gRecN,audio_features,spotify:track:2sezHFJfyN51QjcG7gRecN,0.441
29,,I Can't Explain - Original Mono Version,The Who,0.0782,https://api.spotify.com/v1/audio-analysis/0xGTPWVlPZ1oNx2z0XZOXK,0.529,125933.0,0.547,0xGTPWVlPZ1oNx2z0XZOXK,0.0,9.0,0.0738,-9.295,1.0,0.0473,138.708,4.0,https://api.spotify.com/v1/tracks/0xGTPWVlPZ1oNx2z0XZOXK,audio_features,spotify:track:0xGTPWVlPZ1oNx2z0XZOXK,0.803
30,,A Cutie Named Judy,Jerry McCain and His Upstarts,0.181,https://api.spotify.com/v1/audio-analysis/4mdWwNjlhU5Z32WUBCFy8B,0.108,123400.0,0.893,4mdWwNjlhU5Z32WUBCFy8B,0.588,1.0,0.46,-9.533,1.0,0.159,200.293,4.0,https://api.spotify.com/v1/tracks/4mdWwNjlhU5Z32WUBCFy8B,audio_features,spotify:track:4mdWwNjlhU5Z32WUBCFy8B,0.202
31,,You Really Got Me,The Hammersmith Gorilla's,0.016,https://api.spotify.com/v1/audio-analysis/69irC9BlLtB2T6Sk8FrKl7,0.46,170973.0,0.976,69irC9BlLtB2T6Sk8FrKl7,0.00824,2.0,0.303,-7.048,1.0,0.0359,131.281,4.0,https://api.spotify.com/v1/tracks/69irC9BlLtB2T6Sk8FrKl7,audio_features,spotify:track:69irC9BlLtB2T6Sk8FrKl7,0.963
32,,Elemental Child - BBC Live - Top Gear 26/10/70,Marc Bolan,0.014,https://api.spotify.com/v1/audio-analysis/4yQQBqVGwFrs1qvlQzsZXH,0.263,463387.0,0.729,4yQQBqVGwFrs1qvlQzsZXH,0.225,2.0,0.105,-6.418,1.0,0.0576,206.164,3.0,https://api.spotify.com/v1/tracks/4yQQBqVGwFrs1qvlQzsZXH,audio_features,spotify:track:4yQQBqVGwFrs1qvlQzsZXH,0.43
33,,Five Years Ahead Of My Time,The Third Bardo,0.698,https://api.spotify.com/v1/audio-analysis/0OwU0FkVt87pbMQh4n5512,0.32,133013.0,0.741,0OwU0FkVt87pbMQh4n5512,0.331,9.0,0.208,-7.404,1.0,0.0424,125.751,4.0,https://api.spotify.com/v1/tracks/0OwU0FkVt87pbMQh4n5512,audio_features,spotify:track:0OwU0FkVt87pbMQh4n5512,0.706
34,,Don't Look Back,The Remains,0.554,https://api.spotify.com/v1/audio-analysis/0hL3Yg54S7C4lVjzQQeDGg,0.436,158173.0,0.793,0hL3Yg54S7C4lVjzQQeDGg,0.0,0.0,0.188,-8.125,1.0,0.0682,157.696,4.0,https://api.spotify.com/v1/tracks/0hL3Yg54S7C4lVjzQQeDGg,audio_features,spotify:track:0hL3Yg54S7C4lVjzQQeDGg,0.742
35,,Crash Street Kids,Mott The Hoople,0.00221,https://api.spotify.com/v1/audio-analysis/65lVNwkJ1cbfGbeLFhj7Os,0.337,269867.0,0.885,65lVNwkJ1cbfGbeLFhj7Os,0.00109,0.0,0.674,-6.899,1.0,0.137,135.794,4.0,https://api.spotify.com/v1/tracks/65lVNwkJ1cbfGbeLFhj7Os,audio_features,spotify:track:65lVNwkJ1cbfGbeLFhj7Os,0.451
36,,Who Do You Love,The Woolies,0.0829,https://api.spotify.com/v1/audio-analysis/615QoDLpyIODGVvHEPP4pt,0.531,123493.0,0.408,615QoDLpyIODGVvHEPP4pt,3.4e-06,11.0,0.37,-17.054,1.0,0.0307,93.191,4.0,https://api.spotify.com/v1/tracks/615QoDLpyIODGVvHEPP4pt,audio_features,spotify:track:615QoDLpyIODGVvHEPP4pt,0.901
37,,Born Bad,Jack Starr,0.835,https://api.spotify.com/v1/audio-analysis/2UezcqV7qEgc03UOfI81oH,0.496,80005.0,0.564,2UezcqV7qEgc03UOfI81oH,0.726,5.0,0.106,-9.653,1.0,0.0454,86.137,4.0,https://api.spotify.com/v1/tracks/2UezcqV7qEgc03UOfI81oH,audio_features,spotify:track:2UezcqV7qEgc03UOfI81oH,0.42
38,,Out Demons Out - 2001 Remastered Version,Edgar Broughton Band,0.041,https://api.spotify.com/v1/audio-analysis/2N0bUYn3p2m5zOYTMi4lFv,0.391,288200.0,0.755,2N0bUYn3p2m5zOYTMi4lFv,0.00704,2.0,0.184,-8.797,0.0,0.176,124.223,4.0,https://api.spotify.com/v1/tracks/2N0bUYn3p2m5zOYTMi4lFv,audio_features,spotify:track:2N0bUYn3p2m5zOYTMi4lFv,0.588
39,,T.V. Eye - Remastered,The Stooges,0.000148,https://api.spotify.com/v1/audio-analysis/5z79Fpw4FEEkSzt8Lbwr46,0.415,257480.0,0.979,5z79Fpw4FEEkSzt8Lbwr46,0.287,4.0,0.561,-7.426,0.0,0.0547,132.619,4.0,https://api.spotify.com/v1/tracks/5z79Fpw4FEEkSzt8Lbwr46,audio_features,spotify:track:5z79Fpw4FEEkSzt8Lbwr46,0.494
40,,Surfin' Bird,The Trashmen,0.000428,https://api.spotify.com/v1/audio-analysis/1GiWRpmJSHX9EXJiO1PYJ2,0.585,143854.0,0.962,1GiWRpmJSHX9EXJiO1PYJ2,0.000173,4.0,0.359,-10.166,1.0,0.05,99.138,4.0,https://api.spotify.com/v1/tracks/1GiWRpmJSHX9EXJiO1PYJ2,audio_features,spotify:track:1GiWRpmJSHX9EXJiO1PYJ2,0.845
41,,I'm Waiting For The Man - Album Version (Stereo),The Velvet Underground,0.025,https://api.spotify.com/v1/audio-analysis/2J9GLqNATExevUPvpLU1Sl,0.682,279520.0,0.621,2J9GLqNATExevUPvpLU1Sl,0.852,7.0,0.153,-9.653,1.0,0.0451,125.91,4.0,https://api.spotify.com/v1/tracks/2J9GLqNATExevUPvpLU1Sl,audio_features,spotify:track:2J9GLqNATExevUPvpLU1Sl,0.861
42,,She Said,Hasil Adkins,0.617,https://api.spotify.com/v1/audio-analysis/5SGaKs4lgCZxOdKgl2vE0e,0.86,168760.0,0.826,5SGaKs4lgCZxOdKgl2vE0e,8.06e-05,0.0,0.146,-4.357,0.0,0.31,130.047,4.0,https://api.spotify.com/v1/tracks/5SGaKs4lgCZxOdKgl2vE0e,audio_features,spotify:track:5SGaKs4lgCZxOdKgl2vE0e,0.787
43,,Let's Get Rid Of NY,The Randoms,0.00298,https://api.spotify.com/v1/audio-analysis/3Ldz1pcrj30VCRoOXVC9re,0.555,165160.0,0.997,3Ldz1pcrj30VCRoOXVC9re,0.00167,7.0,0.361,-6.579,1.0,0.0733,126.415,4.0,https://api.spotify.com/v1/tracks/3Ldz1pcrj30VCRoOXVC9re,audio_features,spotify:track:3Ldz1pcrj30VCRoOXVC9re,0.153
44,,Rational Anthem,Gong,0.566,https://api.spotify.com/v1/audio-analysis/2cevVadgBH5I1Lx2NwlJaD,0.575,248960.0,0.478,2cevVadgBH5I1Lx2NwlJaD,0.024,4.0,0.208,-14.143,1.0,0.0335,101.604,4.0,https://api.spotify.com/v1/tracks/2cevVadgBH5I1Lx2NwlJaD,audio_features,spotify:track:2cevVadgBH5I1Lx2NwlJaD,0.599
45,,Paranoid,Black Sabbath,0.000143,https://api.spotify.com/v1/audio-analysis/3L8WgDYS5TtwbyxOPSAiFf,0.418,167933.0,0.668,3L8WgDYS5TtwbyxOPSAiFf,0.00113,6.0,0.173,-11.297,0.0,0.082,162.663,4.0,https://api.spotify.com/v1/tracks/3L8WgDYS5TtwbyxOPSAiFf,audio_features,spotify:track:3L8WgDYS5TtwbyxOPSAiFf,0.379
46,,The Train Kept A-Rollin`,Johnny Burnette & The Rock 'N' Roll Trio,0.493,https://api.spotify.com/v1/audio-analysis/4OQbh4qOenQK4gp4e65FZ0,0.502,139080.0,0.652,4OQbh4qOenQK4gp4e65FZ0,0.0,9.0,0.335,-12.185,1.0,0.0516,166.954,4.0,https://api.spotify.com/v1/tracks/4OQbh4qOenQK4gp4e65FZ0,audio_features,spotify:track:4OQbh4qOenQK4gp4e65FZ0,0.961
47,,Archangel Thunderbird,Amon Düül II,0.0074,https://api.spotify.com/v1/audio-analysis/7fOpF1rmcD4wpenamuNdp5,0.473,213400.0,0.446,7fOpF1rmcD4wpenamuNdp5,2.82e-05,7.0,0.558,-12.636,1.0,0.0376,115.737,4.0,https://api.spotify.com/v1/tracks/7fOpF1rmcD4wpenamuNdp5,audio_features,spotify:track:7fOpF1rmcD4wpenamuNdp5,0.414
48,,Up Against The Wall,David Peel and The Lower East Side,0.633,https://api.spotify.com/v1/audio-analysis/6t5Kk1gcaFoq7uHJpruvD0,0.691,104667.0,0.619,6t5Kk1gcaFoq7uHJpruvD0,0.0,9.0,0.694,-11.59,1.0,0.105,140.802,4.0,https://api.spotify.com/v1/tracks/6t5Kk1gcaFoq7uHJpruvD0,audio_features,spotify:track:6t5Kk1gcaFoq7uHJpruvD0,0.802
49,,Slow Death,Flamin' Groovies,0.00376,https://api.spotify.com/v1/audio-analysis/44JvhqeLaMatXiA2VAtw25,0.459,263733.0,0.829,44JvhqeLaMatXiA2VAtw25,2.49e-06,2.0,0.11,-9.974,1.0,0.0662,146.843,4.0,https://api.spotify.com/v1/tracks/44JvhqeLaMatXiA2VAtw25,audio_features,spotify:track:44JvhqeLaMatXiA2VAtw25,0.404
